as_of,calculation_version,component_reconciliation_pass_10d,component_reconciliation_pass_1d,component_reconciliation_pass_20d,component_reconciliation_pass_5d,daily_avg_price,data_quality,dealer_consecutive_buy_days,dealer_consecutive_sell_days,dealer_flow_acceleration,dealer_net_10d,dealer_net_1d,dealer_net_20d,dealer_net_5d,duplicate_stock_id,flow_price_alignment_20d,flow_price_alignment_5d,flow_price_divergence_20d,flow_price_divergence_5d,foreign_buy_rank_10d,foreign_buy_rank_1d,foreign_buy_rank_20d,foreign_buy_rank_5d,foreign_consecutive_buy_days,foreign_consecutive_sell_days,foreign_flow_acceleration,foreign_net_10d,foreign_net_1d,foreign_net_20d,foreign_net_3d,foreign_net_5d,foreign_net_pct_volume,foreign_sell_rank_10d,foreign_sell_rank_1d,foreign_sell_rank_20d,foreign_sell_rank_5d,inst_10d_avg_buy_cost,inst_10d_buy_amount,inst_10d_buy_shares,inst_10d_cost_estimate_definition,inst_10d_sell_shares,inst_20d_avg_buy_cost,inst_20d_buy_amount,inst_20d_buy_shares,inst_20d_cost_estimate_definition,inst_20d_sell_shares,inst_5d_avg_buy_cost,inst_5d_buy_amount,inst_5d_buy_shares,inst_5d_cost_estimate_definition,inst_5d_sell_shares,inst_acceleration,inst_cost_position,inst_flow_amount_10d,inst_flow_amount_1d,inst_flow_amount_20d,inst_flow_amount_3d,inst_flow_amount_5d,inst_flow_amount_percentile_20d,inst_flow_amount_percentile_5d,inst_flow_amount_rank_20d,inst_flow_amount_rank_5d,inst_flow_trend,inst_net_10d_shares,inst_net_1d_shares,inst_net_20d_shares,inst_net_3d_shares,inst_net_5d_shares,inst_net_pct_turnover_20d,inst_net_pct_turnover_5d,inst_net_pct_volume_20d,inst_net_pct_volume_5d,institutional_age_days,institutional_buy_rank_10d,institutional_buy_rank_1d,institutional_buy_rank_20d,institutional_buy_rank_5d,institutional_component_reconciliation_10d,institutional_component_reconciliation_1d,institutional_component_reconciliation_20d,institutional_component_reconciliation_5d,institutional_consecutive_buy_days,institutional_consecutive_sell_days,institutional_flow_acceleration,institutional_flow_grade,institutional_generated_at,institutional_net_10d,institutional_net_1d,institutional_net_20d,institutional_net_3d,institutional_net_5d,institutional_net_pct_volume,institutional_sell_rank_10d,institutional_sell_rank_1d,institutional_sell_rank_20d,institutional_sell_rank_5d,institutional_stale,market,market_data_quality,mixed_snapshot,name,price_response_to_flow,price_return_20d,price_return_5d,price_vs_inst_10d_cost_pct,price_vs_inst_20d_cost_pct,price_vs_inst_5d_cost_pct,rank_universe,rank_universe_count,reference_close,row_count,security_type,security_type_source,source,stock_id,stock_name,symbol,trust_buy_rank_10d,trust_buy_rank_1d,trust_buy_rank_20d,trust_buy_rank_5d,trust_consecutive_buy_days,trust_consecutive_sell_days,trust_flow_acceleration,trust_net_10d,trust_net_1d,trust_net_20d,trust_net_3d,trust_net_5d,trust_net_pct_volume,trust_sell_rank_10d,trust_sell_rank_1d,trust_sell_rank_20d,trust_sell_rank_5d
2026-09-15,institutional_features_v2,True,True,False,True,31.189298875775528,GOOD,0,0,0.0,0.0,0.0,6000.0,0.0,False,SELL_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,NONE,NONE,417,414,521,448,0,3,-15946.0,-2054.0,-7000.0,-43054.0,-16000.0,-9000.0,-32.65382282968699,627,675,513,614,31.858974896253994,667318.0881769361,20946.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,23000.0,32.27276406683274,1676441.0022156937,51946.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,90000.0,31.877271654472505,223140.90158130752,7000.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,16000.0,REVERSING,BELOW_20D_COST,-55521.15630326919,-218325.0921304287,-1232294.5561284171,-499823.96792856057,-276683.06634725304,49.127906976744185,57.42667928098392,526,451,PERSISTENT_SELL,-2054.0,-7000.0,-38054.0,-16000.0,-9000.0,-5.698962639596608,-8.039125548412706,-5.658848214564538,-8.225262522962192,0,413,419,512,431,0.0,0.0,-1000.0,0.0,0,3,-15946.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-2054.0,-7000.0,-38054.0,-16000.0,-9000.0,-32.65382282968699,631,670,522,629,False,TSE,GOOD,False,申豐,UNKNOWN,-0.4784688995215336,-2.500000000000002,-2.0684121143253686,-3.324053882125455,-2.1246224012320125,TSE_COMMONSTOCK,1082,31.2,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6582,申豐,6582,705,762,715,719,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711,763,675,727
2026-09-15,institutional_features_v2,False,True,False,True,103.34834272356748,GOOD,1,0,-1543.0,-1557.0,1010.0,-1109.0,-1550.0,False,SELL_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,NONE,NONE,656,504,673,772,0,1,-213961.0,-269033.0,-16372.0,-377953.0,-57372.0,-241497.0,-24.53248621433709,388,579,361,287,110.6097184964588,14822918.98542894,134011.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,405861.0,113.1488540002645,38305186.735541545,338538.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,720343.0,101.24472131590959,2429873.31158183,24000.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,268047.0,ACCELERATING,BELOW_20D_COST,-28726337.080662813,-1587637.2409194438,-40963144.086817786,-6039720.602415798,-25679689.092489228,27.228682170542633,20.908230842005675,752,837,PERSISTENT_SELL,-271850.0,-15362.0,-381805.0,-58362.0,-244047.0,-11.999986643662497,-24.71493992944687,-12.358844615297965,-24.481891403595537,0,650,503,675,766,740.0,0.0,-743.0,0.0,0,1,-216244.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-271850.0,-15362.0,-381805.0,-58362.0,-244047.0,-23.019060177415486,394,581,359,293,False,TSE,GOOD,False,鼎基,UNKNOWN,-10.087719298245613,-2.843601895734593,-7.331831783586384,-9.4113670830812,1.23984605594758,TSE_COMMONSTOCK,1082,102.5,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6585,鼎基,6585,853,763,848,868,0,0,0.0,-2000.0,0.0,-2000.0,0.0,-1000.0,0.0,193,764,187,192
2026-09-15,institutional_features_v2,False,True,False,True,48.693980945998625,GOOD,2,0,-21911.0,9419.0,7000.0,22637.0,-6246.0,False,BUY_WITH_PRICE_DOWN,BUY_WITH_PRICE_UP,FLOW_PRICE_DIVERGENCE,NONE,157,66,161,232,2,0,-102742.0,381868.0,202666.0,1261137.0,50486.0,139563.0,32.64793914575957,887,1017,873,827,47.871508671705804,46653418.13355425,974555.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,604846.0,49.677738428423794,117778068.73112112,2370842.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,1111204.0,47.88039816453801,27744105.19484889,579446.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,466129.0,DECELERATING,BELOW_20D_COST,18537920.24046504,9479062.494833767,65119989.589563385,2839108.7283808477,6239235.544914852,83.43023255813954,78.71333964049197,172,226,PERSISTENT_BUY,369709.0,194666.0,1259638.0,42842.0,113317.0,11.955829728879905,4.290683060868639,11.327997692021574,3.680625502031186,0,165,65,169,239,422.0,0.0,-1136.0,0.0,2,0,-143075.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,369709.0,194666.0,1259638.0,42842.0,113317.0,31.3592004665234,879,1018,865,820,False,TSE,GOOD,False,台康生技,UNKNOWN,-2.407221664994985,0.9336099585062207,1.6262101402171103,-2.0688108213794187,1.6073421796061638,TSE_COMMONSTOCK,1082,48.65,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6589,台康生技,6589,899,975,887,929,0,1,-18000.0,-22000.0,-15000.0,-23000.0,-15000.0,-20000.0,-2.4163850235678086,146,113,147,133
2026-09-15,institutional_features_v2,False,True,False,True,41.62424367153735,GOOD,0,1,76.0,802.0,-32.0,1401.0,439.0,False,BUY_WITH_PRICE_DOWN,BUY_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,FLOW_PRICE_DIVERGENCE,269,415,342,287,0,4,42621.0,69339.0,-7000.0,114154.0,-15000.0,55980.0,-28.812512862728955,775,676,692,772,42.45867110500026,5304743.909187628,124939.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,54900.0,42.708043645008935,12220009.820102762,286129.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,170623.0,42.47038790470373,3354481.1182651194,78984.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,22565.0,ACCELERATING,BELOW_20D_COST,2987280.569316271,-292701.68149825063,4952275.693987646,-605313.8691546989,2410927.321307932,68.4108527131783,74.55061494796594,327,270,SHORT_TERM_SELL,70039.0,-7032.0,115506.0,-14565.0,56419.0,6.712430770373433,15.045021110516608,6.663363040966305,14.798193339908094,0,269,423,343,274,-102.0,0.0,-49.0,0.0,0,4,42799.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,70039.0,-7032.0,115506.0,-14565.0,56419.0,-28.94422720724429,775,660,691,785,False,TSE,GOOD,False,動力-KY,UNKNOWN,-5.46697038724373,-2.810304449648715,-2.2578923928859407,-2.828609184373432,-2.2848576445336777,TSE_COMMONSTOCK,1082,41.5,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6591,動力-KY,6591,706,764,716,720,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712,765,676,728
2026-09-15,institutional_features_v2,False,True,False,True,59.68989951456622,GOOD,1,0,-14219.0,-8579.0,7800.0,13568.0,-11399.0,False,BUY_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,NONE,285,612,601,694,0,1,-353196.0,59032.0,-33000.0,-171873.0,-4560.0,-147082.0,-21.161578268982897,759,472,433,365,60.806255626240294,35745443.81993037,587858.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,339623.0,61.09640939409458,77804627.7603258,1273473.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,1079851.0,60.33750738729496,3040165.647216244,50386.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,238867.0,REVERSING,BELOW_20D_COST,15338815.190941693,-1504185.4677670689,12648573.935776198,-2215697.181961131,-11276740.38792214,74.70930232558139,29.517502365184484,262,746,SHORT_TERM_SELL,248235.0,-25200.0,193622.0,-37108.0,-188481.0,2.702131958389457,-16.648264211927614,2.5110702791536372,-16.670219211158233,0,200,563,306,730,-218.0,0.0,-5073.0,0.0,0,4,-625197.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,248235.0,-25200.0,193622.0,-37108.0,-188481.0,-16.159750678132394,844,520,728,329,False,TSE,GOOD,False,和潤企業,UNKNOWN,-1.1589403973509826,-1.3223140495867702,-1.8193121987976846,-2.285583404889169,-1.0565689815505985,TSE_COMMONSTOCK,1082,59.7,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6592,和潤企業,6592,106,765,116,939,0,0,-258000.0,198000.0,0.0,357000.0,-30000.0,-30000.0,0.0,938,766,918,120
2026-09-15,institutional_features_v2,True,True,False,True,27.422674111731535,GOOD,0,0,3000.0,-1000.0,0.0,1000.0,1000.0,False,BUY_WITH_PRICE_DOWN,BUY_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,FLOW_PRICE_DIVERGENCE,367,346,351,274,0,3,131632.0,12930.0,-3021.0,94661.0,-142377.0,72281.0,-2.797455343500847,677,737,683,785,28.613287185600086,7104908.1144819865,248308.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,236378.0,28.47666748992995,16028035.343372094,562848.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,469187.0,28.84452797690423,6162864.158489404,213658.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,140377.0,REVERSING,BELOW_20D_COST,469286.25973519974,-82843.89849154097,2852584.9110148638,-3990354.248562151,2172509.9099272527,65.98837209302324,73.8883632923368,352,277,SHORT_TERM_SELL,11930.0,-3021.0,93661.0,-140377.0,73281.0,2.6264332012586245,6.444103169509166,2.435650088767914,6.2446314626963355,0,368,356,351,256,0.0,0.0,-2000.0,0.0,0,3,134632.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,11930.0,-3021.0,93661.0,-140377.0,73281.0,-2.797455343500847,676,727,683,803,False,TSE,GOOD,False,ABC-KY,UNKNOWN,-1.272727272727281,-4.401408450704225,-5.114012857412975,-4.6587877264749995,-5.874694771434774,TSE_COMMONSTOCK,1082,27.15,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6598,ABC-KY,6598,707,766,717,721,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713,767,677,729
2026-09-15,institutional_features_v2,False,True,False,True,137.4101736652045,GOOD,1,0,-8209.0,-1479.0,2140.0,31794.0,-4844.0,False,BUY_WITH_PRICE_DOWN,BUY_WITH_PRICE_UP,FLOW_PRICE_DIVERGENCE,NONE,131,71,176,128,1,0,406147.0,542489.0,181614.0,905421.0,466231.0,474318.0,65.19229526674373,913,1012,858,931,137.35964245872233,93777076.22227925,682712.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,171621.0,138.58430192206384,189461786.5965977,1367123.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,460827.0,137.23881644233515,61411900.05924901,447482.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,6008.0,ACCELERATING,NEAR_20D_COST,70255710.64082159,21402184.18905026,125646857.76997368,60038712.09814421,60592395.873002715,86.33720930232558,89.59318826868495,142,111,PERSISTENT_BUY,511091.0,155754.0,906296.0,437383.0,441474.0,17.25803583946142,36.716644415972915,17.24369464579301,36.57971533256772,0,141,77,186,135,81.0,0.0,1081.0,0.0,1,0,371857.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,511091.0,155754.0,906296.0,437383.0,441474.0,55.90957061116655,903,1006,848,924,False,TSE,GOOD,False,帝寶,UNKNOWN,-2.4822695035460973,1.1029411764705843,0.10218251792541988,-0.7824132365826131,0.19031318138378328,TSE_COMMONSTOCK,1082,137.5,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6605,帝寶,6605,903,994,895,937,0,1,-26000.0,-30000.0,-28000.0,-32000.0,-28000.0,-28000.0,-10.050900632488819,141,89,139,122
2026-09-15,institutional_features_v2,False,True,False,True,25.103747338881362,GOOD,0,0,2030.0,1870.0,0.0,-9130.0,1950.0,False,SELL_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,NONE,NONE,469,441,562,554,0,2,-49987.0,-18013.0,-9000.0,-105013.0,-30000.0,-34000.0,-10.886394426166055,575,648,472,508,25.663830667221724,2769306.9758078945,107907.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,120240.0,25.839996393478646,4390396.267226776,169907.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,280240.0,,,0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,32050.0,REVERSING,BELOW_20D_COST,-297244.13632277923,-225933.72604993227,-2825501.947083515,-504608.05446303135,-813780.7273996463,45.83333333333333,51.65562913907284,560,512,PERSISTENT_SELL,-12333.0,-9000.0,-110333.0,-20000.0,-32050.0,-6.491276979722706,-12.400167788691235,-6.519687644957617,-12.40353878186026,0,447,449,566,532,3810.0,0.0,3810.0,0.0,0,2,-51767.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-12333.0,-9000.0,-110333.0,-20000.0,-32050.0,-10.886394426166055,597,638,468,527,False,TSE,GOOD,False,建德工業,UNKNOWN,-4.206500956022941,-2.7184466019417486,-2.3918123337905217,-3.0572620113755944,,TSE_COMMONSTOCK,1082,25.05,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6606,建德工業,6606,708,767,718,722,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714,768,678,730
2026-09-15,institutional_features_v2,True,True,True,True,35.568984446477586,GOOD,0,0,0.0,0.0,0.0,-3000.0,0.0,False,SELL_WITH_PRICE_DOWN,BUY_WITH_PRICE_DOWN,NONE,FLOW_PRICE_DIVERGENCE,394,339,494,382,0,1,3282.0,4718.0,-3000.0,-15282.0,2000.0,4000.0,-13.72369624885636,650,754,540,680,35.58653089597757,808454.8088948184,22718.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,18000.0,35.74707047179208,1276813.8631114694,35718.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,54000.0,35.63936293915269,249475.54057406881,7000.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,3000.0,ACCELERATING,NEAR_20D_COST,171665.53906693816,-106706.95333943276,-648645.4981614177,71446.36501241384,142768.58723463607,51.065891472868216,65.75212866603594,506,363,MIXED,4718.0,-3000.0,-18282.0,2000.0,4000.0,-3.4371384695612432,2.7625864124109234,-3.458079160164562,2.758088093333701,0,389,347,493,365,0.0,0.0,0.0,0.0,0,1,3282.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,4718.0,-3000.0,-18282.0,2000.0,4000.0,-13.72369624885636,655,746,541,696,False,TSE,GOOD,False,資拓宏宇,UNKNOWN,-0.4213483146067398,-0.7002801120448154,-0.3836589084130093,-0.8310344536526237,-0.5313308755714563,TSE_COMMONSTOCK,1082,35.45,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6614,資拓宏宇,6614,709,768,719,723,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715,769,679,731
2026-09-15,institutional_features_v2,False,True,False,True,73.57902245453347,GOOD,2,0,9038.0,6558.0,528.0,2087.0,7798.0,False,BUY_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,NONE,488,233,341,611,1,0,-104345.0,-29273.0,2030.0,114533.0,-91970.0,-66809.0,2.43367340822174,556,850,693,448,75.50934247160356,5719455.145511611,75745.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,98465.0,76.97239321863039,20967356.885148138,272401.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,154824.0,75.41463308778354,2145470.896714354,28449.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,87460.0,REVERSING,BELOW_20D_COST,-1597625.5567924927,188215.1394386966,9331746.460065737,-6296000.721109362,-4338744.9638337055,73.06201550387597,37.93755912961211,279,657,MIXED,-22720.0,2558.0,117577.0,-84902.0,-59011.0,8.169235994223547,-13.98893266208853,7.8108163766931735,-14.107507859285912,0,470,244,340,582,-5.0,0.0,957.0,0.0,1,0,-95302.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-22720.0,2558.0,117577.0,-84902.0,-59011.0,3.0666682651385275,574,839,694,477,False,TSE,GOOD,False,必應,UNKNOWN,-4.805194805194812,-3.552631578947374,-2.925919362143059,-4.771052406022269,-2.804008984996431,TSE_COMMONSTOCK,1082,73.3,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6625,必應,6625,710,769,720,724,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716,770,680,732
2026-09-15,institutional_features_v2,,True,,,16.92482202183199,GOOD,1,0,,,465.0,,,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,265,,,0,0,,,0.0,,,,0.0,,824,,,,,,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,,,,,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,,,,,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,,UNKNOWN,UNKNOWN,,7870.042240151875,,,,,,,,UNKNOWN,,465.0,,,,,,,,0,,262,,,,0.0,,,1,0,,UNKNOWN,2026-09-15T08:30:17.526921+00:00,,465.0,,,,4.413858566682487,,821,,,False,TSE,GOOD,False,基士德-KY,UNKNOWN,,,,,,TSE_COMMONSTOCK,1082,16.8,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6641,基士德-KY,6641,,770,,,0,0,,,0.0,,,,0.0,,771,,
2026-09-15,institutional_features_v2,,True,,,12.704838792615828,GOOD,0,3,,,-2120.0,,,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,364,,,0,1,,,-4000.0,,-2000.0,,-10.284362626626214,,726,,,,,,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,,,,,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,,,,,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,,UNKNOWN,UNKNOWN,,-77753.61341080886,,-274205.2219961319,,,,,,UNKNOWN,,-6120.0,,-21286.0,,,,,,0,,406,,,,0.0,,,0,3,,UNKNOWN,2026-09-15T08:30:17.526921+00:00,,-6120.0,,-21286.0,,-15.73507481873811,,677,,,False,TSE,GOOD,False,金萬林-創,UNKNOWN,,,,,,TSE_COMMONSTOCK,1082,12.65,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6645,金萬林-創,6645,,771,,,0,0,,,0.0,,0.0,,0.0,,772,,
2026-09-15,institutional_features_v2,,True,,True,122.70979517339282,GOOD,0,0,,,0.0,,0.0,False,UNKNOWN,SELL_WITH_PRICE_UP,UNKNOWN,FLOW_PRICE_DIVERGENCE,,416,,461,0,4,,,-7000.0,,-14000.0,-11000.0,-47.31967822618806,,677,,599,,,,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,,,,,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,,120.40758537211606,481630.3414884642,4000.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,15000.0,UNKNOWN,UNKNOWN,,-858968.5662137497,,-1713783.3780717517,-1354272.8712940314,,48.34437086092716,,547,UNKNOWN,,-7000.0,,-14000.0,-11000.0,,-15.014879045304106,,-14.828395028443559,0,,420,,449,,0.0,,0.0,0,4,,UNKNOWN,2026-09-15T08:30:17.526921+00:00,,-7000.0,,-14000.0,-11000.0,-47.31967822618806,,671,,611,False,TSE,GOOD,False,科定,UNKNOWN,,1.2345679012345734,,,2.1530326514497933,TSE_COMMONSTOCK,1082,123.0,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6655,科定,6655,,772,,725,0,0,,,0.0,,0.0,0.0,0.0,,773,,733
2026-09-15,institutional_features_v2,True,True,True,True,33.520195492366106,GOOD,0,0,-1848.0,3000.0,0.0,5000.0,576.0,False,SELL_WITH_PRICE_UP,SELL_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,NONE,712,125,660,877,1,0,-848212.0,-466212.0,59000.0,-342182.0,4000.0,-657212.0,34.04382998857512,332,958,374,182,32.07470336187096,8513396.065121237,265424.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,728636.0,31.427119626794536,13181288.222348671,419424.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,756606.0,33.520195492366106,1977691.5340496004,59000.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,715636.0,REVERSING,ABOVE_20D_COST,-17729293.083542053,1977691.5340496004,-13909469.80003955,46150.774932603934,-23871972.39032649,36.531007751937985,21.665089877010406,656,829,SHORT_TERM_BUY,-463212.0,59000.0,-337182.0,4000.0,-656636.0,-9.238928686348055,-23.872496152892083,-7.636399213852788,-23.627164640212843,0,716,125,658,879,0.0,0.0,0.0,0.0,1,0,-850060.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-463212.0,59000.0,-337182.0,4000.0,-656636.0,34.04382998857512,328,958,376,180,False,TSE,GOOD,False,華安,UNKNOWN,13.13131313131315,-8.196721311475407,4.75545048981576,6.914029662943988,0.23807888486828688,TSE_COMMONSTOCK,1082,33.6,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6657,華安,6657,711,773,721,726,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717,774,681,734
2026-09-15,institutional_features_v2,False,True,False,True,164.7162014287484,GOOD,0,8,-71.0,-7291.0,-708.0,70.0,-3681.0,False,SELL_WITH_PRICE_UP,BUY_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,FLOW_PRICE_DIVERGENCE,669,388,554,304,0,1,391599.0,-302053.0,-5947.0,-94921.0,31053.0,44773.0,-6.139282322335549,375,695,480,755,172.2236489953673,13670424.362656277,79376.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,387619.0,169.52750470150323,96642883.66019535,570072.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,660650.0,170.64289992109818,9197993.591547035,53902.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,12810.0,REVERSING,BELOW_20D_COST,-57525822.074128695,-1096186.3205083206,-19442697.745258693,4800445.319144515,7041490.326339119,33.72093023255814,79.3755912961211,685,219,MIXED,-308243.0,-6655.0,-90578.0,28495.0,41092.0,-1.6537125055003037,6.175267519585679,-1.3473696110719395,6.1538092906166835,0,666,408,552,298,1101.0,0.0,4273.0,0.0,0,1,390427.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-308243.0,-6655.0,-90578.0,28495.0,41092.0,-6.870173844819755,378,675,482,761,False,TSE,GOOD,False,聯策,UNKNOWN,4.153354632587858,-7.648725212464591,-5.355622790001058,-3.850410417469774,-4.478885394371579,TSE_COMMONSTOCK,1082,163.0,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6658,聯策,6658,712,774,722,727,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718,775,682,735
2026-09-15,institutional_features_v2,False,True,False,True,43.949564891924766,GOOD,1,0,0.0,2000.0,1000.0,4000.0,1000.0,False,BUY_WITH_PRICE_UP,UNKNOWN,NONE,UNKNOWN,363,365,421,400,0,2,-16419.0,14419.0,-4000.0,27419.0,-2000.0,-1000.0,-12.476217210941643,681,727,613,658,44.50257197454444,1220216.020970034,27419.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,9000.0,43.86535262666749,2562570.035097288,58419.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,25000.0,43.82915288837402,262974.9173302441,6000.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,6000.0,DECELERATING,NEAR_20D_COST,823388.7819313859,-131848.69467577428,1458597.7389333968,-46461.00871875716,-1439.7831861575105,61.724806201550386,63.95458845789972,396,382,SHORT_TERM_SELL,18419.0,-3000.0,33419.0,-1000.0,0.0,4.84843865285726,-0.0214238848923319,4.903734550646294,0.0,0,352,348,406,379,2000.0,0.0,2000.0,0.0,0,2,-18419.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,18419.0,-3000.0,33419.0,-1000.0,0.0,-9.357162908206233,692,747,628,684,False,TSE,GOOD,False,羅麗芬-KY,UNKNOWN,1.1494252873563315,-2.0044543429844075,-1.1293099527638795,0.3069560946619587,0.38980244966426714,TSE_COMMONSTOCK,1082,44.0,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,6666,羅麗芬-KY,6666,713,775,723,728,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719,776,683,736
